 #  |            identifier             |typ|     coord1 (ICRS,J2000/2000)      |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|-----------------------------------|---------|---------|---------|---------|---------|---------------|----|----
2594|OGLE BLG-T2CEP-403                 |WV*|262.7391611825600 -25.8278829690200|     ~   |     ~   |19.439   |     ~   |16.247   |~              |   6|   0
2595|2MASS J18015505-2009082            |WV*|270.47940200 -20.15230400          |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
2596|V* V926 Cep                        |WV*|346.4956328200800 +81.1783957764700|     ~   |13.1     |     ~   |     ~   |     ~   |~              |   5|   0
2597|OGLE LMC104.3 17874                |WV*|080.3110442724600 -70.3876110777900|     ~   |     ~   |17.407   |     ~   |16.642   |~              |   9|   0
2598|OGLE LMC526.19.000220              |WV*|085.0711906284850 -73.5822479703700|     ~   |     ~   |18.381   |     ~   |17.764   |~              |   2|   0
2599|OGLE BLG-T2CEP-684                 |WV*|266.4223269112500 -27.1618227964400|     ~   |     ~   |21.896   |     ~   |17.541   |~              |   5|   0
2600|HD 284179                          |WV*|062.7856313360000 +22.8253649560400|     ~   |10.561   |10.266   |10.306   |     ~   |A0IIISi        |  11|   0
2601|PSO J011.0728+40.9630              |WV*|011.07281763000 +40.96296282000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2602|[DHG2019] 720                      |WV*|261.48442 -34.35075                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2603|V* V475 Ara                        |WV*|257.0693029115200 -59.3299010648000|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
2604|OGLE BLG-T2CEP-523                 |WV*|264.4756126414100 -29.3362225971600|     ~   |     ~   |20.780   |     ~   |16.245   |~              |   6|   0
2605|OGLE BLG-T2CEP-1129                |WV*|256.63742 -30.82803                |     ~   |     ~   |     ~   |     ~   |12.766   |~              |   1|   0
2606|[DHG2019] 228                      |WV*|233.23187 -56.36703                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2607|OGLE BLG-T2CEP-1196                |WV*|263.6181119966958 -21.2911490617644|     ~   |     ~   |     ~   |     ~   |13.153   |~              |   1|   0
2608|OGLE BLG-T2CEP-1314                |WV*|277.87308 -15.27689                |     ~   |     ~   |     ~   |     ~   |14.696   |~              |   1|   0
2609|CRTS J094822.0-372031              |WV*|147.0920963928500 -37.3419745920700|     ~   |     ~   |12.98    |     ~   |     ~   |~              |   3|   0
2610|OGLE GD-T2CEP-69                   |WV*|229.4644766498484 -56.9674599535136|     ~   |     ~   |     ~   |     ~   |16.245   |~              |   2|   0
2611|[DHG2019] 334                      |WV*|243.07867 -51.82547                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2612|ZTF J201423.73+281323.3            |WV*|303.59889 +28.22315                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2613|OGLE BLG-T2CEP-647                 |WV*|265.8889066940999 -35.5731738271600|     ~   |     ~   |17.663   |     ~   |15.475   |~              |   6|   0
2614|VVV J174613.36-302131.54           |WV*|266.55567 -30.35878                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2615|[DHG2019] 525                      |WV*|255.51892 -42.06992                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2616|PSO J010.7291+41.2144              |WV*|010.7291698495100 +41.2145053811000|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2617|[FRS2006] WeCAPP V13440            |WV*|010.532708 +41.277806              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2618|OGLE GD-T2CEP-188                  |WV*|136.36929 -57.12444                |     ~   |     ~   |18.24    |     ~   |16.786   |~              |   1|   0
2619|ATO J271.8023+32.9062              |WV*|271.8022680409100 +32.9062683799900|     ~   |     ~   |     ~   |14.89    |     ~   |~              |   3|   0
2620|V* V1746 Aql                       |WV*|286.843537 +04.245196              |     ~   |     ~   |17.925   |     ~   |15.218   |~              |   1|   0
2621|[BCM2019] b333 68 85348            |WV*|266.5150386170899 -29.5909939311700|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2622|OGLE BLG-T2CEP-692                 |WV*|266.5866876341399 -32.6412260585100|     ~   |     ~   |     ~   |     ~   |18.184   |~              |   5|   0
2623|OGLE LMC147.2 8596                 |WV*|071.18200 -68.08925                |     ~   |     ~   |18.124   |     ~   |17.612   |~              |   7|   0
2624|CRTS J093234.6-384519              |WV*|143.1437365893121 -38.7550952007442|     ~   |15.288   |14.103   |13.219   |     ~   |~              |   1|   0
2625|Gaia DR3 531963722888286336        |WV*|020.4018160615046 +69.0042915977992|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2626|OGLE GD-T2CEP-322                  |WV*|124.4149952796800 -47.2505856570900|     ~   |     ~   |16.309   |     ~   |15.575   |~              |   3|   0
2627|ZTF J184748.01+015429.7            |WV*|281.95008 +01.90826                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2628|[DHG2019] 564                      |WV*|257.46254 -39.29650                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2629|V* V1181 Sgr                       |WV*|273.5322368885300 -27.8254858524700|     ~   |12.20    |     ~   |     ~   |11.624   |G2.7           |  18|   0
2630|[DHG2019] 150                      |WV*|222.16229 -60.55775                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2631|OGLE BLG-T2CEP-405                 |WV*|262.7529697644600 -29.9975961387400|     ~   |     ~   |17.130   |     ~   |14.723   |~              |   5|   0
2632|[FCC2013] F17 07589                |WV*|214.8383941409500 -54.6445254040700|     ~   |     ~   |15.717   |15.43    |14.423   |~              |   4|   0
2633|[DHG2019] 604                      |WV*|259.27508 -36.24561                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2634|[DHG2019] 847                      |WV*|264.47933 -32.53942                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2635|[BCM2019] b333 612 20509           |WV*|266.514300 -29.355522              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2636|2MASS J14541505-5935390            |WV*|223.562733 -59.594189              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   3|   0
2637|OGLE GD-T2CEP-174                  |WV*|286.9174681768500 -07.8787583696700|     ~   |     ~   |     ~   |     ~   |14.962   |~              |   3|   0
2638|V* V1518 Sco                       |WV*|267.5547897034900 -30.3492134722700|     ~   |     ~   |20.197   |     ~   |16.831   |~              |   7|   0
2639|OGLE BLG-T2CEP-1320                |WV*|278.5891209483216 -27.6758543386878|     ~   |     ~   |19.15    |     ~   |15.695   |~              |   0|   0
2640|[DHG2019] 202                      |WV*|229.87083 -56.71325                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2641|CRTS J141345.6-305944              |WV*|213.4407135257467 -30.9955089902375|     ~   |15.144   |14.133   |13.811   |     ~   |~              |   1|   0
2642|[DHG2019] 637                      |WV*|260.14688 -37.33328                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2643|CRTS J140158.6-425618              |WV*|210.4943670667100 -42.9383733083100|     ~   |12.90    |12.82    |     ~   |     ~   |~              |   1|   0
2644|2MASS J19352410+2100180            |WV*|293.8504012633999 +21.0050137240800|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2645|V* VZ Aql                          |WV*|286.2623517395000 -06.8496142826400|     ~   |13.80    |     ~   |     ~   |12.607   |~              |  38|   0
2646|OGLE BLG-T2CEP-689                 |WV*|266.4941808708500 -30.9572354279600|     ~   |     ~   |     ~   |     ~   |19.357   |~              |   5|   0
2647|CRTS J081954.3-012713              |WV*|124.97646 -01.45387                |     ~   |     ~   |13.59    |     ~   |     ~   |~              |   3|   0
2648|OGLE LMC195.2 499                  |WV*|089.3001278091900 -72.2870384600900|     ~   |     ~   |18.447   |     ~   |17.874   |~              |   7|   0
2649|NSVS 8057233                       |WV*|267.1352128098999 +34.4655801965000|     ~   |11.42    |10.54    |     ~   |     ~   |~              |   3|   0
2650|[DHG2019] 1066                     |WV*|267.83625 -27.56908                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2651|[BCM2019] b333 110 55562           |WV*|265.945737 -29.232927              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2652|OGLE GD-T2CEP-245                  |WV*|239.6837387273600 -56.5804410321500|     ~   |     ~   |14.263   |     ~   |12.561   |~              |   2|   0
2653|CRTS J124819.1-381045              |WV*|192.0799363551829 -38.1798143606183|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2654|PSO J010.5598+40.5848              |WV*|010.55979764000 +40.58477526000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2655|OGLE LMC164.7 11579                |WV*|081.1729190337700 -71.1123663078900|     ~   |     ~   |17.539   |     ~   |16.640   |~              |   8|   0
2656|OGLE GD-T2CEP-103                  |WV*|246.9027332009600 -45.2610487430400|     ~   |     ~   |18.853   |     ~   |15.662   |~              |   2|   0
2657|OGLE BLG-T2CEP-791                 |WV*|268.0994257211000 -28.7682717916100|     ~   |     ~   |19.420   |     ~   |15.371   |~              |   6|   0
2658|OGLE BLG-T2CEP-151                 |WV*|268.3496704160775 -30.3422788488147|     ~   |     ~   |18.118   |     ~   |16.346   |~              |   7|   0
2659|OGLE SMC-T2CEP-34                  |WV*|015.0268774041600 -72.2309969671800|     ~   |     ~   |16.672   |     ~   |15.737   |~              |   7|   0
2660|[DHG2019] 500                      |WV*|254.26296 -42.83478                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2661|OGLE LMC-T2CEP-79                  |WV*|079.1485896453000 -68.3503094769800|     ~   |     ~   |     ~   |16.84    |16.287   |~              |  15|   1
2662|OGLE BLG-T2CEP-1011                |WV*|267.3090402551500 -17.6819615956200|     ~   |     ~   |     ~   |     ~   |15.474   |~              |   2|   0
2663|Cl* NGC 6934 SAW V90               |WV*|308.5518561240200 +07.3483110130200|     ~   |     ~   |17.005   |     ~   |16.302   |~              |   1|   0
2664|CRTS J124051.2+055812              |WV*|190.2136734548300 +05.9702576944700|     ~   |     ~   |14.40    |     ~   |     ~   |~              |   3|   0
2665|OGLE BLG-T2CEP-1356                |WV*|269.07996 -33.81425                |     ~   |     ~   |     ~   |     ~   |17.356   |~              |   1|   0
2666|2MASS J18275227-4401182            |WV*|276.9677611035600 -44.0217333651294|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2667|OGLE BLG708.9 18786                |WV*|283.76500 -30.48211                |     ~   |     ~   |     ~   |     ~   |16.04    |~              |   6|   0
2668|ATO J107.8819-25.7183              |WV*|107.8819126999625 -25.7183325355244|     ~   |15.061   |14.257   |14.067   |13.184   |~              |   2|   0
2669|OGLE LMC154.1 4967                 |WV*|069.5638653219500 -68.2588940183200|     ~   |     ~   |18.452   |     ~   |17.734   |~              |   6|   0
2670|FBW J023803.9-343822               |WV*|039.5163 -34.6394                  |     ~   |     ~   |19.478   |     ~   |18.995   |~              |   1|   0
2671|V* V2530 Sgr                       |WV*|275.2440309200099 -29.2041785751700|     ~   |     ~   |13.481   |     ~   |12.215   |~              |  10|   0
2672|PSO J010.6363+41.8654              |WV*|010.6362209530000 +41.8654499982100|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2673|OGLE BLG-T2CEP-659                 |WV*|266.1135168732000 -25.0833070604700|     ~   |     ~   |18.890   |     ~   |16.354   |~              |   5|   0
2674|OGLE LMC176.6 66816                |WV*|084.6212133042000 -69.7517541013900|     ~   |     ~   |17.696   |     ~   |16.927   |~              |  10|   0
2675|OGLE BLG-T2CEP-615                 |WV*|265.5137402360600 -26.4804527697900|     ~   |     ~   |19.164   |     ~   |15.985   |~              |   5|   0
2676|OGLE BLG-T2CEP-828                 |WV*|268.9849656756400 -28.1165026057300|     ~   |     ~   |19.192   |     ~   |16.171   |~              |   5|   0
2677|OGLE BLG-T2CEP-370                 |WV*|261.2214400311700 -26.5682238110100|     ~   |     ~   |19.673   |     ~   |16.847   |~              |   5|   0
2678|[DHG2019] 206                      |WV*|230.62196 -56.19392                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2679|OGLE BLG-T2CEP-141                 |WV*|268.2538957163599 -35.4228521323700|     ~   |     ~   |20.867   |     ~   |18.884   |~              |   7|   0
2680|Gaia DR3 4320283310722566144       |WV*|289.4667473350745 +14.6323736681439|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2681|OGLE LMC171.3 53717                |WV*|083.8245622786900 -70.9159168771100|     ~   |     ~   |15.784   |     ~   |15.288   |~              |   6|   0
2682|[DHG2019] 315                      |WV*|241.28354 -50.42056                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2683|[NWM88] V 65                       |WV*|227.1125708 +67.0957664            |     ~   |     ~   |20.608   |     ~   |19.911   |~              |   3|   0
2684|OGLE BLG-T2CEP-113                 |WV*|267.8495321271199 -29.3170536071400|     ~   |     ~   |20.371   |     ~   |16.694   |~              |   7|   0
2685|OGLE BLG-T2CEP-741                 |WV*|267.3184639174600 -29.8975393715500|     ~   |     ~   |21.611   |     ~   |16.651   |~              |   5|   0
2686|Gaia DR3 5926385403337971712       |WV*|259.0546046778292 -50.0486759786630|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2687|CRTS J024110.5-344421              |WV*|040.2939514741083 -34.7389566418775|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2688|OGLE BLG-T2CEP-1010                |WV*|265.4493784801471 -32.3751425011358|     ~   |     ~   |     ~   |     ~   |16.017   |~              |   3|   0
2689|OGLE BLG-T2CEP-1146                |WV*|258.7219863460654 -30.6790432490594|     ~   |     ~   |     ~   |     ~   |14.062   |~              |   1|   0
2690|[FRS2006] WeCAPP V14564            |WV*|010.720750 +41.288306              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2691|OGLE LMC527.12.004015              |WV*|088.0499364858600 -74.2430793807100|     ~   |     ~   |17.117   |     ~   |16.061   |~              |   4|   0
2692|OGLE GD-T2CEP-223                  |WV*|215.3194483218021 -63.5435535425528|     ~   |     ~   |17.039   |     ~   |14.761   |~              |   1|   0
2693|[BCM2019] b333 410 11070           |WV*|265.778507 -28.967892              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2694|OGLE GD-T2CEP-111                  |WV*|249.1862630220100 -53.1169800325200|     ~   |     ~   |15.757   |     ~   |14.486   |~              |   2|   0
2695|[DHG2019] 844                      |WV*|264.40896 -32.76394                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2696|OGLE GD-T2CEP-160                  |WV*|284.29821 -07.89211                |     ~   |     ~   |     ~   |     ~   |17.242   |~              |   2|   0
2697|OGLE GD-T2CEP-26                   |WV*|164.8048037209900 -64.8133881225600|     ~   |     ~   |15.38    |     ~   |13.844   |~              |   4|   0
2698|PSO J011.8307+42.0547              |WV*|011.8307052619500 +42.0545896797100|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2699|Gaia DR3 5966033792644077696       |WV*|257.2723418651091 -41.2760550112450|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2700|CRTS J115153.4-285109              |WV*|177.9724141678938 -28.8525831440706|     ~   |16.979   |16.186   |15.865   |     ~   |~              |   2|   0
2701|CRTS J160106.7-244723              |WV*|240.2782368530212 -24.7897305750817|     ~   |15.001   |14.394   |14.491   |     ~   |~              |   2|   0
2702|OGLE LMC-SC8 194670                |WV*|079.0893459285092 -69.6164683391994|     ~   |18.460   |18.039   |     ~   |17.762   |~              |  13|   0
2703|PSO J011.0264+41.5375              |WV*|011.02637144000 +41.53752325000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
2704|CRTS J211052.8-474641              |WV*|317.7201461435150 -47.7783003802042|     ~   |15.489   |14.563   |14.244   |     ~   |~              |   1|   0
2705|ATO J301.7030+25.3766              |WV*|301.7030398152575 +25.3766329404728|     ~   |     ~   |     ~   |15.088   |     ~   |~              |   2|   0
2706|[DHG2019] 753                      |WV*|262.14821 -32.63258                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2707|CRTS J194001.4-355850              |WV*|295.00617 -35.98072                |     ~   |     ~   |14.76    |     ~   |     ~   |~              |   1|   0
2708|[DHG2019] 442                      |WV*|251.31275 -45.61314                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2709|OGLE BLG-T2CEP-432                 |WV*|263.2013446517399 -28.1280702400800|     ~   |     ~   |17.234   |     ~   |14.518   |~              |   5|   0
2710|Gaia DR3 4106532649641395200       |WV*|278.5327420902954 -11.9869571466611|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2711|PSO J010.1038+41.6433              |WV*|010.10384948000 +41.64330866000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2712|V* V1748 Aql                       |WV*|286.84925 +04.31864                |     ~   |     ~   |21.936   |     ~   |18.278   |~              |   1|   0
2713|OGLE BLG-T2CEP-918                 |WV*|275.0713336602800 -29.8602847613400|     ~   |     ~   |19.271   |     ~   |18.010   |~              |   5|   0
2714|[DHG2019] 634                      |WV*|260.07263 -34.51236                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2715|OGLE BLG-T2CEP-1063                |WV*|277.8850803758800 -12.8934222434900|     ~   |     ~   |     ~   |     ~   |13.848   |~              |   4|   0
2716|V* UY Eri                          |WV*|048.4130642004600 -10.4423349814900|     ~   |11.744   |11.281   |11.318   |     ~   |F              |  79|   0
2717|OGLE BLG-T2CEP-651                 |WV*|265.9924987192000 -27.8368290572800|     ~   |     ~   |     ~   |     ~   |18.521   |~              |   5|   0
2718|[DHG2019] 540                      |WV*|256.46925 -39.13981                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2719|Gaia DR3 5241460513352131584       |WV*|161.3576722968984 -63.1893270806783|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2720|OGLE GD-T2CEP-272                  |WV*|257.04150 -43.74381                |     ~   |     ~   |     ~   |     ~   |18.57    |~              |   1|   0
2721|SV* HV 5756                        |WV*|079.8602047160500 -69.8641938463300|     ~   |     ~   |15.861   |     ~   |15.130   |~              |  22|   0
2722|CRTS J094541.0-394153              |WV*|146.4207513705896 -39.6981651427575|     ~   |14.214   |13.141   |12.980   |     ~   |~              |   1|   0
2723|OGLE BLG-T2CEP-1222                |WV*|265.28879 -32.77408                |     ~   |     ~   |     ~   |     ~   |14.222   |~              |   1|   0
2724|[BCM2019] b333 55 34808            |WV*|265.436132 -29.192054              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2725|CRTS J024505.7+350636              |WV*|041.27410 +35.11005                |     ~   |     ~   |16.56    |     ~   |     ~   |~              |   3|   0
2726|[FRS2006] WeCAPP V19816            |WV*|010.765833 +41.340528              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2727|CRTS J080650.9+145145              |WV*|121.7125088722196 +14.8626635620097|     ~   |     ~   |14.94    |     ~   |     ~   |~              |   5|   0
2728|[DHG2019] 460                      |WV*|252.29167 -44.94881                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2729|OGLE BLG-T2CEP-643                 |WV*|265.8752235785100 -27.3120761321200|     ~   |     ~   |     ~   |     ~   |16.759   |~              |   6|   0
2730|OGLE GD-T2CEP-234                  |WV*|228.13887 -57.77175                |     ~   |     ~   |     ~   |     ~   |17.937   |~              |   1|   0
2731|OGLE BLG-T2CEP-312                 |WV*|272.1580442516000 -27.6320627108700|     ~   |     ~   |14.952   |     ~   |13.215   |~              |   8|   0
2732|OGLE LMC-T2CEP-27                  |WV*|075.7216957055900 -69.6159591197900|     ~   |     ~   |16.692   |     ~   |15.722   |~              |  10|   0
2733|OGLE BLG-T2CEP-470                 |WV*|263.8535066431700 -29.0151202010000|     ~   |     ~   |18.797   |     ~   |15.454   |~              |   7|   0
2734|V* IX Cas                          |WV*|001.2117358254400 +50.2348722289300|     ~   |12.04    |11.36    |     ~   |     ~   |F7             |  61|   0
2735|OGLE BLG-T2CEP-492                 |WV*|264.0677727253399 -29.8196757774300|     ~   |     ~   |20.743   |     ~   |16.289   |~              |   6|   0
2736|V* V5629 Sgr                       |WV*|270.7334227357200 -28.6776014337000|     ~   |     ~   |16.210   |     ~   |14.865   |~              |   8|   0
2737|ATO J261.3691-19.0528              |WV*|261.3692104086488 -19.0528200905053|     ~   |16.149   |14.928   |14.561   |     ~   |~              |   1|   0
2738|[DHG2019] 62                       |WV*|205.23733 -64.08642                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2739|OGLE GD-T2CEP-110                  |WV*|248.9531763521100 -44.2853227571400|     ~   |     ~   |18.324   |     ~   |15.330   |~              |   2|   0
2740|[DHG2019] 1075                     |WV*|267.94954 -27.30150                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2741|OGLE LMC105.5 18100                |WV*|079.6398314261600 -70.8386954772000|     ~   |     ~   |17.353   |     ~   |17.212   |~              |   9|   0
2742|V* V1996 Oph                       |WV*|260.7460661687100 -19.8173859446100|     ~   |     ~   |     ~   |     ~   |12.575   |~              |   8|   0
2743|[DHG2019] 309                      |WV*|240.65292 -54.60778                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2744|V* GM Lib                          |WV*|231.1744548789400 -29.7529953387100|     ~   |     ~   |15.56    |     ~   |     ~   |~              |   6|   0
2745|OGLE GD-T2CEP-8                    |WV*|109.7479168878700 -16.9328759565800|     ~   |     ~   |18.656   |     ~   |16.228   |~              |   2|   0
2746|ATO J261.4230-24.5917              |WV*|261.4230699460837 -24.5917326815978|     ~   |16.530   |14.917   |14.540   |13.249   |~              |   2|   0
2747|[DHG2019] 1059                     |WV*|267.77562 -27.86811                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2748|[DHG2019] 918                      |WV*|265.47517 -28.99150                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2749|OGLE BLG-T2CEP-164                 |WV*|268.4976434335300 -29.7763767869400|     ~   |     ~   |16.284   |     ~   |14.204   |~              |   8|   0
2750|[FRS2006] WeCAPP V05914            |WV*|010.69637137000 +41.21139852000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2751|OGLE BLG-T2CEP-806                 |WV*|268.3684825534300 -23.1195838036300|     ~   |     ~   |17.920   |     ~   |14.736   |~              |   6|   0
2752|ZTF J184107.77+031438.6            |WV*|280.28239 +03.24407                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2753|ZTF J191340.57+500535.8            |WV*|288.41906 +50.09328                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2754|NGC 6205 816                       |WV*|250.4436746840400 +36.4577280805700|     ~   |14.53    |14.09    |     ~   |     ~   |A2             |  33|   0
2755|Cl* NGC 7078 ZK 35                 |WV*|322.4943 +12.1673                  |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
2756|OGLE BLG-T2CEP-1077                |WV*|281.29504 -15.01975                |     ~   |     ~   |     ~   |     ~   |16.837   |~              |   2|   0
2757|UCAC4 269-067293                   |WV*|205.2632834329475 -36.2110671366658|     ~   |13.768   |13.072   |13.137   |     ~   |~              |   2|   0
2758|NSV 8086                           |WV*|254.9095898275600 -19.9469308095200|     ~   |     ~   |     ~   |     ~   |13.463   |~              |   5|   0
2759|VVV J175637.72-264451.58           |WV*|269.15721 -26.74767                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
2760|[DHG2019] 703                      |WV*|261.25225 -34.91292                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2761|[DHG2019] 1025                     |WV*|267.33762 -28.95572                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2762|OGLE LMC-T2CEP-118                 |WV*|081.3127458896800 -68.1532622860600|     ~   |     ~   |17.037   |     ~   |16.103   |~              |  13|   0
2763|Gaia DR3 4053233067570737920       |WV*|275.7091605965746 -24.8572318203928|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2764|Cl* NGC 6402 SAW V2                |WV*|264.369213 -03.279203              |     ~   |16.672   |15.667   |     ~   |14.358   |F8             |  16|   0
2765|LINEAR 18880747                    |WV*|249.0306608010500 +51.4191240741600|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   5|   0
2766|[DHG2019] 1212                     |WV*|270.49513 -21.50686                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2767|[FRS2006] WeCAPP V21634            |WV*|010.699042 +41.366528              |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
2768|[DHG2019] 339                      |WV*|243.82271 -51.53789                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2769|OGLE BLG-T2CEP-167                 |WV*|268.5617968158400 -31.7185319665400|     ~   |     ~   |17.305   |     ~   |15.439   |~              |   7|   0
2770|[DHG2019] 1272                     |WV*|271.77067 -19.92689                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2771|[DHG2019] 1282                     |WV*|272.09892 -21.25675                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2772|CRTS J154738.7-212752              |WV*|236.9115600395584 -21.4645478916717|     ~   |15.490   |14.272   |13.874   |     ~   |~              |   3|   0
2773|OGLE BLG-T2CEP-594                 |WV*|265.2469257170100 -36.9310338359300|     ~   |     ~   |16.869   |     ~   |14.375   |~              |   6|   0
2774|V* SU Sct                          |WV*|283.2171186064700 -12.5098537996500|     ~   |     ~   |13.60    |     ~   |12.583   |~              |  24|   0
2775|OGLE LMC-T2CEP-57                  |WV*|077.8380031043000 -68.6703250858500|     ~   |     ~   |16.707   |     ~   |15.749   |~              |  13|   0
2776|OGLE BLG-T2CEP-730                 |WV*|267.1210303168167 -21.6621961131625|     ~   |     ~   |16.853   |     ~   |14.457   |~              |   6|   0
2777|OGLE BLG-T2CEP-1237                |WV*|266.75467 -24.39197                |     ~   |     ~   |15.249   |     ~   |13.058   |~              |   1|   0
2778|FBW J023926.9-342806               |WV*|039.8621 -34.4683                  |     ~   |     ~   |20.272   |     ~   |19.605   |~              |   1|   0
2779|OGLE BLG-T2CEP-1112                |WV*|255.65892 -26.25325                |     ~   |13.15    |     ~   |     ~   |12.26    |~              |   8|   0
2780|[DHG2019] 722                      |WV*|261.57229 -32.93394                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2781|[DHG2019] 851                      |WV*|264.53500 -28.98328                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2782|OGLE GD-T2CEP-249                  |WV*|244.45429 -57.04461                |     ~   |     ~   |17.291   |     ~   |15.585   |~              |   1|   0
2783|Gaia DR3 4146480758934014336       |WV*|273.2423483160529 -14.6634383812878|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   0|   0
2784|[FRS2006] WeCAPP V00992            |WV*|010.65315785000 +41.15092292000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2785|OGLE BLG-T2CEP-200                 |WV*|269.1570773319400 -28.0244296593300|     ~   |     ~   |17.674   |     ~   |15.062   |~              |  10|   0
2786|[DHG2019] 772                      |WV*|262.73050 -35.32778                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
2787|V* V3192 Oph                       |WV*|269.0242012576399 +08.1931244801600|     ~   |     ~   |15.4     |     ~   |     ~   |~              |   3|   0
